"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M","S1903_C01_031E","S1903_C01_031M","S1903_C02_031E","S1903_C02_031M",
"1400000US13121010210","Census Tract 102.10, Fulton County, Georgia","2467","171","80274","22278","69.4","5.0","95237","14673","24.8","5.0","36457","8116","0.0","1.6","-","-222222222","4.9","3.0","44500","16755","0.0","1.6","-","-222222222","0.8","0.9","92727","99078","0.0","1.6","-","-222222222","7.8","3.3","61442","45702","63.0","5.7","96306","16836","3.3","2.7","25625","30035","59.0","4.8","80921","25937","29.9","5.4","84432","23012","7.8","3.3","57206","33478","1662","246","96422","22954","51.1","7.8","95022","26966","48.9","7.8","112708","32649","72.7","9.9","113946","6076","17.9","8.3","37089","15946","9.4","5.6","41912","112280","805","259","51685","14945","67.1","12.4","48846","18602","56.9","13.1","44911","23223","10.2","6.6","55800","58609","32.9","12.4","58458","34642","18.3","10.5","33750","9396","14.7","9.6","103704","3903","24.1","-888888888.0","(X)","-888888888","20.0","-888888888.0","(X)","(X)","29.2","-888888888.0","(X)","(X)",
"1400000US13121010211","Census Tract 102.11, Fulton County, Georgia","1341","103","75925","19027","75.7","8.0","129583","42095","17.2","8.9","26506","6485","0.0","2.9","-","-222222222","2.2","3.5","-","-222222222","0.0","2.9","-","-222222222","5.0","5.8","50236","26349","0.0","2.9","-","-222222222","21.6","9.4","39542","5812","59.1","7.5","168611","24165","4.0","4.8","11616","144427","39.7","8.3","39667","13757","45.0","8.7","173542","39538","11.3","5.5","41458","40814","1016","132","76818","92168","58.9","9.9","61923","67674","41.1","9.9","134091","164143","73.4","10.8","163000","38231","22.1","10.0","35625","23348","4.4","5.4","34205","321086","325","118","66563","47891","76.3","14.6","58125","57446","56.0","18.9","31970","13269","20.3","12.9","135417","27477","23.7","14.6","77734","43843","23.7","14.6","77734","43843","0.0","11.6","-","-222222222","30.5","-888888888.0","(X)","-888888888","35.5","-888888888.0","(X)","(X)","14.8","-888888888.0","(X)","(X)",
"1400000US13121010212","Census Tract 102.12, Fulton County, Georgia","2051","184","50766","9556","69.4","7.6","56604","7797","15.5","4.8","41957","10990","0.0","1.9","-","-222222222","5.1","3.9","76701","79495","0.0","1.9","-","-222222222","10.0","4.8","19125","12928","0.0","1.9","-","-222222222","27.2","6.5","25088","15699","52.2","7.6","61536","16733","3.0","2.5","73409","31582","62.0","6.3","39688","10959","27.3","5.5","72000","14958","7.7","2.8","115125","50752","1056","203","72722","28417","50.8","13.3","50444","19338","49.2","13.3","112361","55851","80.2","10.8","76563","50958","15.4","9.2","72750","56671","4.4","6.5","-","**","995","230","36747","7080","36.4","11.9","36366","5500","35.2","11.7","36192","4966","1.2","2.1","-","-222222222","63.6","11.9","38094","22888","48.7","12.6","35729","32350","14.9","7.9","53400","28220","32.0","-888888888.0","(X)","-888888888","43.1","-888888888.0","(X)","(X)","16.2","-888888888.0","(X)","(X)",
"1400000US13121010301","Census Tract 103.01, Fulton County, Georgia","4740","247","70086","5313","10.8","2.2","60324","7332","86.6","2.6","71957","6090","0.0","0.8","-","-222222222","0.3","0.4","77344","29639","0.0","0.8","-","-222222222","0.8","0.6","42000","57327","1.4","1.0","69519","38026","1.2","0.8","77500","64285","10.7","2.2","60046","7276","4.6","2.6","35761","12198","59.2","4.5","72254","6327","29.1","4.1","69732","11737","7.2","1.4","58295","24523","3392","239","80474","6410","64.7","5.9","80594","6376","35.3","5.9","78750","11742","63.0","5.9","94810","4552","30.7","5.7","41682","13916","6.3","3.3","59545","34404","1348","256","40594","4731","64.3","9.7","40599","6300","49.1","9.6","34750","10424","15.2","7.8","67083","51480","35.7","9.7","40573","14776","34.5","9.8","39375","12969","1.2","1.3","132222","67684","23.4","-888888888.0","(X)","-888888888","23.3","-888888888.0","(X)","(X)","22.4","-888888888.0","(X)","(X)",
"1400000US13121010303","Census Tract 103.03, Fulton County, Georgia","3104","236","69714","9820","0.5","0.7","250,000+","-333333333","97.8","2.2","69893","10459","0.0","1.3","-","-222222222","0.0","1.3","-","-222222222","0.0","1.3","-","-222222222","1.4","2.2","-","-222222222","0.3","0.5","-","-222222222","2.0","2.3","49290","16408","0.5","0.7","250,000+","***","1.4","1.6","-","-222222222","35.9","6.1","68869","18231","44.4","5.4","87121","28944","18.3","3.5","62529","19156","2196","268","73981","8783","49.6","8.0","68709","16259","50.4","8.0","79706","17332","58.4","9.3","94231","15005","33.6","9.0","62723","31323","8.1","4.7","98363","34821","908","215","53023","14094","70.6","11.8","53169","10712","61.9","11.1","46833","13921","8.7","7.9","66506","19004","29.4","11.8","42348","101128","25.3","11.1","41220","60028","4.1","6.3","-","-222222222","36.7","-888888888.0","(X)","-888888888","39.8","-888888888.0","(X)","(X)","29.3","-888888888.0","(X)","(X)",
"1400000US13121010304","Census Tract 103.04, Fulton County, Georgia","3791","250","84832","8455","4.0","1.4","46429","36191","93.9","2.1","86421","8752","0.0","1.0","-","-222222222","1.3","1.2","39952","47512","0.0","1.0","-","-222222222","0.0","1.0","-","-222222222","0.7","0.8","104911","44735","0.3","0.5","-","**","4.0","1.4","46429","36191","1.3","1.5","40048","87319","52.9","4.1","87012","13721","35.4","4.6","88836","19430","10.4","2.7","57500","19111","2572","229","95213","12861","52.3","5.7","96181","21386","47.7","5.7","94324","14123","72.3","6.5","107161","8055","21.7","6.2","62788","14772","5.9","3.6","47574","91075","1219","204","65264","17612","53.2","10.8","62407","31540","43.8","10.0","49961","16257","9.4","6.6","107273","86159","46.8","10.8","65387","23057","32.1","10.2","52978","16050","14.8","8.4","110682","98417","27.0","-888888888.0","(X)","-888888888","27.3","-888888888.0","(X)","(X)","26.4","-888888888.0","(X)","(X)",
"1400000US13121010400","Census Tract 104, Fulton County, Georgia","2704","253","47216","10861","55.0","5.6","50259","9674","43.5","5.5","39906","22065","0.7","1.2","-","-222222222","0.0","1.5","-","-222222222","0.0","1.5","-","-222222222","0.7","1.2","-","-222222222","0.2","0.3","-","-222222222","5.4","2.0","63224","57358","52.8","5.4","47056","9503","2.1","2.2","16591","25114","29.6","5.5","63913","4780","38.8","4.7","57829","14981","29.5","4.2","33259","6105","1760","162","63147","5649","39.7","6.9","60030","19869","60.3","6.9","67277","14966","70.9","6.8","77808","11358","22.0","6.5","26472","3976","7.1","4.5","34554","26565","944","203","25703","9958","66.3","11.4","24903","8315","58.7","10.4","24805","6383","7.6","6.2","50625","77689","33.7","11.4","31154","11695","30.2","10.7","24583","13708","3.5","3.5","90469","44302","32.4","-888888888.0","(X)","-888888888","39.8","-888888888.0","(X)","(X)","18.8","-888888888.0","(X)","(X)",
"1400000US13121010507","Census Tract 105.07, Fulton County, Georgia","2975","218","34341","2602","2.1","1.9","23021","44052","96.3","2.3","34551","3090","0.0","1.3","-","-222222222","0.9","1.4","-","-222222222","0.0","1.3","-","-222222222","0.4","0.7","-","-222222222","0.3","0.5","-","-222222222","1.8","1.9","13616","2072","1.1","1.2","55750","39797","3.5","2.5","58266","34035","42.8","5.4","35500","10557","47.1","5.6","34089","5207","6.7","2.8","26458","12666","1685","228","37388","11673","41.7","9.7","29958","23361","58.3","9.7","42366","9739","33.1","8.0","72180","23089","57.2","9.1","22679","14070","9.7","5.9","43750","13552","1290","248","32061","11951","46.2","10.5","24211","12306","42.3","8.8","30813","19462","3.9","4.9","23355","23601","53.8","10.5","33413","10257","47.1","11.5","33065","13223","6.7","5.7","58790","60780","26.4","-888888888.0","(X)","-888888888","33.1","-888888888.0","(X)","(X)","17.6","-888888888.0","(X)","(X)",
"1400000US13121010508","Census Tract 105.08, Fulton County, Georgia","1223","138","58750","13746","3.9","2.8","28906","36190","96.1","2.8","60329","13212","0.0","3.2","-","-222222222","0.0","3.2","-","-222222222","0.0","3.2","-","-222222222","0.0","3.2","-","-222222222","0.0","3.2","-","-222222222","0.0","3.2","-","**","3.9","2.8","28906","36190","0.0","3.2","-","-222222222","43.0","7.6","60417","29086","47.8","7.3","65417","16127","9.2","3.3","45170","27566","818","136","71300","11875","40.7","11.0","70729","22841","59.3","11.0","71480","10332","57.3","10.9","80122","18451","32.2","10.4","65156","27597","10.5","9.0","95214","48991","405","114","39125","15356","66.9","13.8","39375","15144","50.1","15.6","36773","8040","16.8","10.7","54250","31516","33.1","13.8","29808","38881","33.1","13.8","29808","38881","0.0","9.4","-","-222222222","39.9","-888888888.0","(X)","-888888888","47.7","-888888888.0","(X)","(X)","24.2","-888888888.0","(X)","(X)",
"1400000US13121010510","Census Tract 105.10, Fulton County, Georgia","5540","294","43624","3391","16.0","3.0","43864","7543","78.6","3.5","44483","4313","0.7","0.8","50489","29245","1.3","0.9","41552","9806","0.0","0.7","-","-222222222","1.9","1.6","37083","88445","1.6","1.4","11719","21363","3.0","1.6","36111","7499","14.7","2.9","47000","7258","4.8","2.3","31417","24046","53.8","4.1","45115","5970","31.8","3.9","46717","5511","9.6","2.3","35595","6740","3399","277","44035","5505","54.3","5.7","40756","4789","45.7","5.7","49472","9698","52.4","6.3","65317","12429","39.0","5.9","32513","7044","8.6","3.7","49149","30057","2141","332","41712","2787","53.4","8.4","37222","5260","46.0","7.8","34119","6307","7.4","4.0","107743","12016","46.6","8.4","50131","7710","39.5","8.2","47736","9875","7.1","4.4","78056","38283","21.0","-888888888.0","(X)","-888888888","23.7","-888888888.0","(X)","(X)","15.8","-888888888.0","(X)","(X)",
"1400000US13121010511","Census Tract 105.11, Fulton County, Georgia","2561","205","47644","8157","5.1","2.3","32708","6003","91.7","2.7","50473","9586","0.0","1.5","-","-222222222","0.0","1.5","-","-222222222","0.0","1.5","-","-222222222","2.1","1.9","47284","45735","1.1","1.2","87667","98763","2.1","1.9","47284","45735","5.1","2.3","32708","6003","3.6","2.6","4800","36571","51.5","5.4","52318","12744","34.6","5.2","51818","10648","10.3","2.8","35313","6080","1988","194","51250","11055","48.6","7.7","32423","5781","51.4","7.7","72213","14862","55.9","7.4","64861","10583","40.4","7.1","28967","4061","3.6","2.6","71838","98688","573","139","38750","6269","62.3","12.6","40542","8065","55.5","13.2","37394","5876","6.8","5.0","88583","37602","37.7","12.6","33235","12366","33.3","12.2","33456","12996","4.4","4.7","9732","72068","29.6","-888888888.0","(X)","-888888888","32.6","-888888888.0","(X)","(X)","19.0","-888888888.0","(X)","(X)",
"1400000US13121010512","Census Tract 105.12, Fulton County, Georgia","2378","225","32108","4793","6.5","2.5","26667","14896","90.2","3.7","33063","4751","0.0","1.7","-","-222222222","0.5","0.8","-","-222222222","0.0","1.7","-","-222222222","2.0","2.3","24808","10831","0.8","0.9","57750","2097","0.9","1.5","-","**","6.5","2.5","26667","14896","3.8","3.0","6830","19469","61.4","6.7","28897","5872","28.0","6.0","38750","7925","6.8","2.6","24318","15845","1462","198","34091","7593","62.6","8.1","26559","5129","37.4","8.1","46250","17730","29.4","8.8","51304","18165","58.8","8.5","24635","5215","11.8","6.9","51389","22118","916","214","30893","5960","59.4","11.9","35077","3634","53.7","12.6","33776","5414","5.7","5.3","49833","49793","40.6","11.9","25568","4970","35.6","11.8","25909","5126","5.0","5.7","24483","41788","22.0","-888888888.0","(X)","-888888888","27.0","-888888888.0","(X)","(X)","11.8","-888888888.0","(X)","(X)",
"1400000US13121010513","Census Tract 105.13, Fulton County, Georgia","4465","257","49959","5044","13.4","3.2","42321","16815","79.6","3.7","51378","5669","0.0","0.9","-","-222222222","0.5","0.6","56750","175175","0.0","0.9","-","-222222222","6.3","2.0","68796","74224","0.2","0.3","-","-222222222","8.0","2.4","42464","55589","11.9","2.7","45313","18011","2.9","1.9","53875","39468","56.2","4.3","49528","7755","36.0","3.4","50790","5469","4.9","1.5","21696","22115","2892","260","49930","6154","51.9","5.6","39514","5015","48.1","5.6","60091","8732","46.5","6.8","74833","8468","43.3","7.0","37803","7526","10.2","3.9","32500","13928","1573","280","45436","6927","56.1","9.3","40245","7773","45.5","9.8","39258","6698","10.7","6.7","67870","72511","43.9","9.3","48365","8370","31.0","9.0","44167","6544","12.8","6.9","81528","34944","24.2","-888888888.0","(X)","-888888888","27.5","-888888888.0","(X)","(X)","15.6","-888888888.0","(X)","(X)",
"1400000US13121010514","Census Tract 105.14, Fulton County, Georgia","3396","284","66310","4018","19.0","3.9","43699","12472","76.5","4.1","74432","12298","0.0","1.2","-","-222222222","0.6","0.7","102917","104993","0.0","1.2","-","-222222222","1.8","1.3","45833","32053","2.1","1.9","68476","12867","3.0","0.9","46856","16804","17.8","3.6","43010","9517","3.0","2.3","39257","10894","44.6","5.4","71591","14017","41.5","5.2","75385","12296","10.9","2.1","36125","12496","2346","216","77538","6168","56.4","6.0","79240","9264","43.6","6.0","75344","9168","62.1","7.2","85236","6595","30.5","6.7","58958","11464","7.3","4.2","69512","30568","1050","239","42308","6075","68.9","10.6","39750","5958","60.2","11.5","38462","5886","8.7","6.7","44321","44564","31.1","10.6","50858","12529","29.7","10.6","50490","24300","1.4","1.7","69844","258048","30.5","-888888888.0","(X)","-888888888","29.2","-888888888.0","(X)","(X)","29.2","-888888888.0","(X)","(X)",
"1400000US13121010515","Census Tract 105.15, Fulton County, Georgia","1702","159","44183","8726","25.3","5.6","21685","13581","74.7","5.6","59514","16131","0.0","2.3","-","-222222222","0.0","2.3","-","-222222222","0.0","2.3","-","-222222222","0.0","2.3","-","-222222222","0.0","2.3","-","-222222222","1.5","2.5","-","**","25.3","5.6","21685","13581","1.9","2.5","30682","29410","44.9","6.7","44561","13334","28.6","5.8","68633","18512","24.6","5.4","18542","5671","884","104","61875","12007","57.0","15.6","68846","19798","43.0","15.6","52917","11745","56.8","14.2","72212","18961","36.1","13.6","37163","36128","7.1","6.0","55250","17340","818","170","29703","13147","69.9","12.4","22955","11877","61.5","12.3","20846","6831","8.4","7.3","61464","2092","30.1","12.4","39052","42814","22.7","11.2","37672","8344","7.3","7.8","110870","106212","35.8","-888888888.0","(X)","-888888888","36.5","-888888888.0","(X)","(X)","35.0","-888888888.0","(X)","(X)",
"1400000US13121010516","Census Tract 105.16, Fulton County, Georgia","2547","226","51576","7911","3.6","2.8","106083","68434","96.4","2.8","50938","7893","0.0","1.6","-","-222222222","0.0","1.6","-","-222222222","0.0","1.6","-","-222222222","0.0","1.6","-","-222222222","0.0","1.6","-","-222222222","1.1","1.0","55486","88008","3.6","2.8","106083","68434","0.3","0.5","-","-222222222","43.9","6.2","43352","10045","47.4","6.0","59186","18746","8.4","2.4","42045","22651","1824","179","56806","8577","37.6","6.9","36184","13074","62.4","6.9","70027","10275","52.7","7.9","70417","8558","45.4","7.9","30946","10686","1.9","2.0","44318","63335","723","170","41385","7081","64.2","15.3","35864","11193","63.1","15.2","35682","12291","1.1","1.8","-","-222222222","35.8","15.3","63371","9294","22.7","11.7","48750","25162","13.1","11.5","100417","88321","18.6","-888888888.0","(X)","-888888888","21.4","-888888888.0","(X)","(X)","11.5","-888888888.0","(X)","(X)",
"1400000US13121010601","Census Tract 106.01, Fulton County, Georgia","1455","204","29940","7405","35.5","9.9","81064","27141","58.3","7.7","17212","14290","0.0","2.7","-","-222222222","3.6","5.1","-","-222222222","0.0","2.7","-","-222222222","2.2","2.4","-","-222222222","0.4","0.7","-","-222222222","6.4","6.4","6906","138868","31.3","9.0","82690","8793","0.0","2.7","-","-222222222","44.3","8.9","31125","10380","35.9","8.9","29335","23480","19.7","5.4","37697","42381","938","160","35213","15950","57.6","10.6","13333","17784","42.4","10.6","83250","17477","55.4","14.5","84295","20799","37.1","13.9","11071","3581","7.5","6.6","37431","5061","517","167","23882","15568","54.9","15.8","29167","12424","53.0","15.1","30167","10467","1.9","3.2","-","-222222222","45.1","15.8","16490","31551","43.3","16.0","16058","23451","1.7","2.7","-","-222222222","25.3","-888888888.0","(X)","-888888888","26.1","-888888888.0","(X)","(X)","23.8","-888888888.0","(X)","(X)",
"1400000US13121010603","Census Tract 106.03, Fulton County, Georgia","1343","218","24375","8616","4.0","4.0","10192","18228","89.7","5.5","25704","17185","0.0","2.9","-","-222222222","2.2","2.8","2,500-","-333333333","0.0","2.9","-","-222222222","2.8","3.4","-","-222222222","1.2","2.1","-","-222222222","6.3","5.3","15690","7751","2.1","2.8","30179","37253","9.3","6.3","15539","17453","47.0","11.0","19787","10194","34.4","11.4","45049","28915","9.3","2.7","55750","66575","646","169","23561","18352","53.7","16.9","18480","4593","46.3","16.9","68045","24399","44.7","16.8","71964","42030","55.3","16.8","17978","5927","0.0","6.0","-","**","697","231","25199","9864","34.7","13.1","23929","16022","20.8","9.8","15979","3404","13.9","10.2","46023","16372","65.3","13.1","25711","15468","56.8","14.8","26373","21015","8.5","9.4","21715","27135","25.7","-888888888.0","(X)","-888888888","29.7","-888888888.0","(X)","(X)","22.0","-888888888.0","(X)","(X)",
"1400000US13121010604","Census Tract 106.04, Fulton County, Georgia","1544","201","31360","7877","2.8","2.2","25962","26556","91.5","4.0","30386","6741","0.0","2.6","-","-222222222","2.4","2.1","120650","16123","0.0","2.6","-","-222222222","2.7","3.0","37228","75937","0.6","1.0","-","-222222222","3.2","3.5","45469","50071","2.8","2.2","25962","26556","9.4","6.6","16509","22617","44.8","9.8","25096","10320","33.6","8.1","47819","13472","12.2","3.0","39750","16175","923","161","36359","16840","52.8","11.6","26719","12769","47.2","11.6","48942","14979","36.6","14.2","67679","16030","47.1","12.6","16861","15899","16.3","10.7","47045","71268","621","149","26250","6874","56.8","14.5","21977","6790","47.8","15.0","20705","15313","9.0","8.4","28704","18099","43.2","14.5","37375","13565","31.4","14.1","37188","11542","11.8","10.9","75208","117594","31.3","-888888888.0","(X)","-888888888","38.9","-888888888.0","(X)","(X)","20.1","-888888888.0","(X)","(X)",
"1400000US13121010800","Census Tract 108, Fulton County, Georgia","2202","241","34167","4977","56.0","7.8","34258","10142","23.0","5.6","27700","11694","0.0","1.8","-","-222222222","5.2","3.9","58110","53307","0.0","1.8","-","-222222222","13.7","6.2","37740","34353","2.1","2.0","61397","152093","24.8","6.8","28382","11296","45.6","6.8","41146","12332","4.5","3.9","29602","23008","36.5","5.6","30884","12947","41.7","7.0","36004","9304","17.3","4.1","29773","18347","1206","182","33333","11086","50.8","10.0","22938","10574","49.2","10.0","37316","18929","64.1","11.5","40346","10526","28.0","10.6","18398","2709","7.9","5.6","58365","29860","996","226","32538","6896","40.3","10.9","27446","14467","38.8","10.6","26630","15877","1.5","2.3","-","-222222222","59.7","10.9","43315","15029","36.2","10.7","31927","11212","23.5","11.8","51833","19234","36.7","-888888888.0","(X)","-888888888","32.9","-888888888.0","(X)","(X)","41.4","-888888888.0","(X)","(X)",
"1400000US13121011000","Census Tract 110, Fulton County, Georgia","1257","132","30456","4965","15.2","5.5","31685","9271","65.8","5.6","28369","6667","0.0","3.1","-","-222222222","0.0","3.1","-","-222222222","0.0","3.1","-","-222222222","19.0","5.9","43309","11402","0.0","3.1","-","-222222222","27.6","6.1","38125","9424","6.6","4.1","22176","23497","6.8","5.8","32679","17210","42.9","7.0","33021","9629","30.9","8.3","31042","2791","19.4","4.5","24565","6763","877","121","31603","3798","63.9","10.0","24444","9881","36.1","10.0","39931","26092","28.3","8.4","38036","7009","64.3","8.4","29931","8101","7.4","5.4","31467","25292","380","104","24226","6055","40.5","14.5","15893","10377","40.5","14.5","15893","10377","0.0","10.0","-","-222222222","59.5","14.5","36667","10372","26.6","12.8","22969","11592","32.9","14.9","45724","28062","25.8","-888888888.0","(X)","-888888888","21.0","-888888888.0","(X)","(X)","36.8","-888888888.0","(X)","(X)",
"1400000US13121011100","Census Tract 111, Fulton County, Georgia","1083","115","46354","12822","45.1","8.3","82500","24641","46.8","8.4","35492","5458","0.0","3.6","-","-222222222","5.4","5.9","54735","46324","0.0","3.6","-","-222222222","2.7","2.0","35688","5859","0.0","3.6","-","-222222222","2.7","2.0","35688","5859","45.1","8.3","82500","24641","1.2","1.8","-","-222222222","36.6","8.1","53112","15552","50.0","8.0","43200","10480","12.2","4.7","52955","28994","465","110","54054","6650","37.4","13.2","61250","44527","62.6","13.2","53911","4562","42.4","12.1","87266","21842","43.2","14.1","29297","13014","14.4","11.0","54764","97033","618","106","39625","8582","31.6","10.6","36875","20535","24.9","10.1","33261","11653","6.6","5.0","107292","70314","68.4","10.6","42689","8347","43.7","12.3","38250","6704","24.8","10.1","78317","25216","26.7","-888888888.0","(X)","-888888888","25.6","-888888888.0","(X)","(X)","24.3","-888888888.0","(X)","(X)",
"1400000US13121011201","Census Tract 112.01, Fulton County, Georgia","1608","201","34146","9909","22.0","7.3","53281","14094","71.1","7.5","26225","4434","0.0","2.5","-","-222222222","0.0","2.5","-","-222222222","0.0","2.5","-","-222222222","3.9","4.5","62961","31242","3.0","3.8","46750","63159","9.8","5.8","55702","30908","16.0","7.0","48375","22932","4.2","4.2","36167","89728","43.5","8.2","24870","6535","46.3","7.3","43844","10890","6.0","3.3","33750","18375","870","187","32500","8582","47.8","12.3","23333","7508","52.2","12.3","39722","27266","36.7","14.6","50625","25389","58.0","13.8","27363","11518","5.3","5.7","11048","1731","738","190","37917","23690","49.7","14.0","21750","7866","47.8","14.6","21432","8015","1.9","3.1","-","-222222222","50.3","14.0","46676","18769","48.2","13.9","46250","15316","2.0","3.2","-","-222222222","23.5","-888888888.0","(X)","-888888888","30.5","-888888888.0","(X)","(X)","15.3","-888888888.0","(X)","(X)",
"1400000US13121011202","Census Tract 112.02, Fulton County, Georgia","1880","202","37670","7441","31.1","6.3","40833","21194","58.6","6.3","34567","10608","0.0","2.1","-","-222222222","0.0","2.1","-","-222222222","0.0","2.1","-","-222222222","7.3","3.6","68914","33825","3.1","3.1","16480","639","17.4","6.4","26797","26510","24.5","5.1","52000","16439","2.4","2.2","43750","46546","50.3","7.2","37440","19810","36.3","6.8","40250","7184","11.0","3.2","23676","17887","1265","185","44147","6952","44.0","10.1","32366","39087","56.0","10.1","44639","4577","38.1","10.4","55234","9244","49.6","9.8","30743","18547","12.3","7.6","54375","14970","615","170","30665","4712","37.4","13.8","25217","15562","29.4","11.1","15938","10628","8.0","8.7","34250","42502","62.6","13.8","31782","4451","49.3","14.0","31250","8887","13.3","10.6","31944","32915","43.1","-888888888.0","(X)","-888888888","50.6","-888888888.0","(X)","(X)","23.1","-888888888.0","(X)","(X)",
"1400000US13121011301","Census Tract 113.01, Fulton County, Georgia","1847","145","58094","9759","13.4","4.2","57578","38698","81.4","4.9","59806","8362","0.0","2.1","-","-222222222","3.2","2.5","43750","25664","0.0","2.1","-","-222222222","0.0","2.1","-","-222222222","2.0","2.3","37434","19093","2.6","2.4","58438","48060","10.8","3.7","36641","49008","1.0","1.8","-","-222222222","28.3","8.5","60990","26453","44.4","7.8","63068","5114","26.3","4.5","37083","13409","1224","151","61274","5686","28.5","11.0","42330","27893","71.5","11.0","63240","9745","52.4","7.8","76622","7001","38.4","8.9","41076","10289","9.2","5.6","54141","31453","623","140","36216","5906","64.0","14.2","36775","14225","60.7","15.0","36250","9195","3.4","3.6","61979","94863","36.0","14.2","35000","13226","33.9","13.5","29805","15127","2.1","3.6","-","-222222222","28.6","-888888888.0","(X)","-888888888","36.7","-888888888.0","(X)","(X)","12.7","-888888888.0","(X)","(X)",
"1400000US13121011303","Census Tract 113.03, Fulton County, Georgia","2952","235","46646","7606","10.7","4.4","50977","30420","83.5","4.2","49242","6568","1.3","1.9","-","-222222222","0.0","1.3","-","-222222222","0.0","1.3","-","-222222222","4.2","2.7","19798","23457","0.4","0.7","-","-222222222","9.0","3.2","33750","15558","8.4","3.3","50234","34276","7.1","4.3","37750","24334","34.3","6.2","41122","12276","43.5","5.5","62392","14756","15.0","3.3","44167","9580","1956","243","50691","4651","42.2","8.2","40101","12613","57.8","8.2","65488","19142","48.8","9.4","74773","22563","38.4","9.2","34699","5223","12.8","7.5","32270","19716","996","227","32880","9153","60.3","9.3","46875","19347","51.0","10.1","38929","19503","9.3","6.8","51758","83571","39.7","9.3","28766","3507","32.4","9.8","29718","10277","7.2","6.7","28163","1585","26.6","-888888888.0","(X)","-888888888","27.8","-888888888.0","(X)","(X)","24.2","-888888888.0","(X)","(X)",
"1400000US13121011305","Census Tract 113.05, Fulton County, Georgia","1501","203","43994","7877","4.9","4.0","66076","71871","93.3","4.8","43740","6874","0.0","2.6","-","-222222222","0.0","2.6","-","-222222222","0.0","2.6","-","-222222222","1.9","3.0","-","-222222222","0.0","2.6","-","-222222222","1.9","3.0","-","**","4.9","4.0","66076","71871","6.5","6.4","52500","74687","46.4","9.0","44278","14567","38.6","8.9","42652","11181","8.5","3.6","36625","26894","915","200","49375","12524","49.6","14.6","32299","15322","50.4","14.6","52173","7298","38.9","13.0","42422","4451","49.2","12.5","53163","7962","11.9","9.6","50091","85069","586","156","42955","12357","30.9","15.5","50568","30498","20.0","13.4","37292","39825","10.9","10.0","51136","42153","69.1","15.5","42873","17747","51.4","18.3","29152","16251","17.7","12.9","60000","18522","24.5","-888888888.0","(X)","-888888888","33.2","-888888888.0","(X)","(X)","10.9","-888888888.0","(X)","(X)",
